Id,Label
уважение,уважение
важное,важное
потуги,потуги
gambit,gambit
лучшая,лучшая
работа,работа
trás,trás
yell,yell
cuss,cuss
tear,tear
изменяет,изменяет
deal,deal
whose,whose
drawl,drawl
hangin,hangin
сумке,сумке
пушка,пушка
attention,attention
less,less
отплачу,отплачу
shade,shade
basement,basement
certain,certain
quieren,quieren
fama,fama
dañar,dañar
todos,todos
plata,plata
unlock,unlock
calma,calma
written,written
carros,carros
ser,ser
titty,titty
otros,otros
hadn,hadn
touchin,touchin
superficial,superficial
alma,alma
olvida,olvida
upper,upper
thigh,thigh
hedge,hedge
maze,maze
honestly,honestly
reserved,reserved
explore,explore
adore,adore
kimse,kimse
bilmiyor,bilmiyor
flowers,flowers
remembered,remembered
holiday,holiday
madness,madness
buck,buck
ay,ay
fill,fill
minutes,minutes
climbin,climbin
grew,grew
fired,fired
dreamin,dreamin
warned,warned
anywhere,anywhere
land,land
пёрки,пёрки
vulnerable,vulnerable
girling,girling
egal,egal
slaughter,slaughter
tiene,tiene
vidrios,vidrios
cuando,cuando
dicen,dicen
era,era
kann,kann
roof,roof
motherfuckin,motherfuckin
almost,almost
могу,могу
sake,sake
outlaw,outlaw
glock,glock
somе,somе
ended,ended
spinning,spinning
soldier,soldier
pongo,pongo
position,position
cleef,cleef
either,either
hitch,hitch
seats,seats
torque,torque
rearranges,rearranges
anxious,anxious
thirty,thirty
jesus,jesus
changes,changes
quickly,quickly
stolen,stolen
screens,screens
georgia,georgia
beggin,beggin
cuttin,cuttin
pasture,pasture
whenever,whenever
pictures,pictures
naked,naked
staircase,staircase
brakes,brakes
zero,zero
tail,tail
pourin,pourin
milеs,milеs
cel,cel
allá,allá
sight,sight
dial,dial
outta,outta
preciso,preciso
flicker,flicker
invite,invite
sí,sí
fui,fui
слишком,слишком
may,may
album,album
sore,sore
attracted,attracted
ocean,ocean
ski,ski
lift,lift
roads,roads
thеm,thеm
warm,warm
cloth,cloth
anybody,anybody
grrah,grrah
mention,mention
effect,effect
escape,escape
lemme,lemme
medio,medio
puede,puede
vo,vo
juegues,juegues
porque,porque
pasas,pasas
lanza,lanza
hagas,hagas
sabes,sabes
claramente,claramente
hiciste,hiciste
v,v
curious,curious
loo,loo
eyein,eyein
magazines,magazines
antidote,antidote
sickness,sickness
odds,odds
visions,visions
minute,minute
ta,ta
tall,tall
cometimos,cometimos
inget,inget
säljer,säljer
droger,droger
som,som
takeout,takeout
coffees,coffees
lying,lying
traitor,traitor
honest,honest
surprisе,surprisе
likе,likе
querías,querías
charm,charm
вам,вам
pickup,pickup
smelling,smelling
deras,deras
ort,ort
mentiras,mentiras
ett,ett
ögonblick,ögonblick
vet,vet
inte,inte
råd,råd
bale,bale
valley,valley
shines,shines
died,died
blunt,blunt
cuts,cuts
bleeds,bleeds
rub,rub
core,core
rent,rent
calm,calm
clase,clase
azul,azul
flashin,flashin
unbuttoned,unbuttoned
blouse,blouse
whispered,whispered
greater,greater
settlin,settlin
holler,holler
greet,greet
state,state
coincidence,coincidence
food,food
parachute,parachute
ним,ним
somethings,somethings
thighs,thighs
samе,samе
sighs,sighs
decency,decency
wheel,wheel
salir,salir
buscarte,buscarte
kommer,kommer
nej,nej
bäst,bäst
ge,ge
ens,ens
alltid,alltid
das,das
hoppa,hoppa
när,när
tror,tror
loca,loca
otro,otro
för,för
culoncita,culoncita
tre,tre
enamoró,enamoró
knocked,knocked
ขอให,ขอให
เธอสมใจ,เธอสมใจ
baddie,baddie
millions,millions
july,july
leather,leather
closer,closer
alérgica,alérgica
látex,látex
tidigt,tidigt
stanna,stanna
tusi,tusi
experta,experta
preciosa,preciosa
lady,lady
palos,palos
book,book
sabías,sabías
hogar,hogar
realmente,realmente
timе,timе
quítame,quítame
tequila,tequila
falte,falte
perdí,perdí
motions,motions
veo,veo
immer,immer
noch,noch
глотаю,глотаю
barely,barely
verse,verse
viejo,viejo
saturday,saturday
mirrored,mirrored
disco,disco
storm,storm
idea,idea
noches,noches
chillin,chillin
cheated,cheated
cookie,cookie
judgment,judgment
x,x
culture,culture
кем,кем
despido,despido
actor,actor
ironic,ironic
kicking,kicking
artist,artist
tailspun,tailspun
airplane,airplane
thrill,thrill
sudden,sudden
knocking,knocking
against,against
throwin,throwin
suburbs,suburbs
lessons,lessons
wonderin,wonderin
stairs,stairs
rolled,rolled
careful,careful
owner,owner
queens,queens
sauvignon,sauvignon
blanc,blanc
humble,humble
ли,ли
собственной,собственной
персоной,персоной
ребята,ребята
leaving,leaving
parking,parking
понял,понял
rails,rails
worse,worse
tide,tide
свободу,свободу
парню,парню
jaws,jaws
nadie,nadie
enemies,enemies
mop,mop
beam,beam
kidding,kidding
pleasе,pleasе
tеars,tеars
happily,happily
lane,lane
cravin,cravin
infierno,infierno
prolifically,prolifically
held,held
compa,compa
marshmello,marshmello
patrullando,patrullando
bélico,bélico
peligroso,peligroso
vato,vato
provoco,provoco
argue,argue
disappear,disappear
roadrunner,roadrunner
exploding,exploding
handlе,handlе
marlboros,marlboros
antro,antro
wizard,wizard
cook,cook
возьми,возьми
sir,sir
yacht,yacht
monstruo,monstruo
tapados,tapados
rostros,rostros
sanity,sanity
redondo,redondo
folks,folks
нужна,нужна
summers,summers
skrrt,skrrt
porsche,porsche
literally,literally
capping,capping
toеs,toеs
stabbed,stabbed
dykin,dykin
nike,nike
tempt,tempt
epitome,epitome
tommy,tommy
hilfiger,hilfiger
guarded,guarded
shame,shame
philistines,philistines
situation,situation
honk,honk
kitty,kitty
hikin,hikin
twerking,twerking
arguin,arguin
fortnite,fortnite
service,service
stealin,stealin
gotham,gotham
bunnie,bunnie
bases,bases
bargainin,bargainin
член,член
catching,catching
trin,trin
kicks,kicks
shittin,shittin
snack,snack
paps,paps
tattoos,tattoos
zoom,zoom
fixed,fixed
crowded,crowded
pda,pda
post,post
strong,strong
avenida,avenida
mar,mar
cris,cris
mj,mj
par,par
yard,yard
atrás,atrás
vou,vou
trajaja,trajaja
security,security
therapy,therapy
onlyfans,onlyfans
cow,cow
quiéne,quiéne
quiénes,quiénes
brr,brr
ja,ja
floyymenor,floyymenor
muah,muah
sepa,sepa
cab,cab
pipe,pipe
dame,dame
volando,volando
estar,estar
sola,sola
prefiere,prefiere
viendo,viendo
abajo,abajo
mojarte,mojarte
tamo,tamo
matando,matando
guayarte,guayarte
somo,somo
parte,parte
casa,casa
enamorando,enamorando
regalando,regalando
comprando,comprando
encima,encima
viniéndote,viniéndote
alejando,alejando
gimiéndome,gimiéndome
uste,uste
mamita,mamita
mix,mix
вижу,вижу
tiro,tiro
misione,misione
oído,oído
avión,avión
locotrón,locotrón
tate,tate
9,9
30,30
hoodie,hoodie
fully,fully
fightin,fightin
goodies,goodies
bullies,bullies
cachete,cachete
еscapó,еscapó
cabrón,cabrón
notó,notó
mueve,mueve
modo,modo
еsta,еsta
pasó,pasó
pon,pon
celu,celu
untouched,untouched
xo,xo
doble,doble
bets,bets
prophesise,prophesise
threw,threw
disse,disse
budge,budge
flatline,flatline
heartless,heartless
bean,bean
mansion,mansion
sleepin,sleepin
seedy,seedy
root,root
bill,bill
plumber,plumber
pigtail,pigtail
rat,rat
tooth,tooth
incels,incels
penis,penis
fraudulent,fraudulent
tnt,tnt
verdad,verdad
chanel,chanel
huggin,huggin
halls,halls
estés,estés
appreciate,appreciate
yuppiеs,yuppiеs
4,4
1,1
08,08
rug,rug
этим,этим
swingin,swingin
hеard,hеard
floors,floors
lifе,lifе
gamе,gamе
crib,crib
hopin,hopin
оби,оби
ван,ван
lap,lap
mayweather,mayweather
tula,tula
non,non
цапнул,цапнул
козёл,козёл
comе,comе
spell,spell
hour,hour
lease,lease
backend,backend
carbon,carbon
addiction,addiction
headcase,headcase
hopped,hopped
cеilin,cеilin
faithful,faithful
trappin,trappin
doors,doors
hello,hello
bales,bales
razón,razón
dug,dug
whew,whew
amour,amour
winter,winter
flew,flew
mane,mane
trucks,trucks
tiptoed,tiptoed
inches,inches
garage,garage
internet,internet
women,women
doorframe,doorframe
mil,mil
scraped,scraped
failed,failed
bailed,bailed
smells,smells
renovated,renovated
tito,tito
dolce,dolce
gabbana,gabbana
weiß,weiß
cocky,cocky
deck,deck
wealthy,wealthy
players,players
motivation,motivation
ratchet,ratchet
dijo,dijo
gangstas,gangstas
tools,tools
тоби,тоби
магуайра,магуайра
паук,паук
underestimate,underestimate
model,model
shady,shady
overthinkin,overthinkin
pill,pill
pockets,pockets
nie,nie
wissen,wissen
flock,flock
dövmesi,dövmesi
söyledikleri,söyledikleri
sorun,sorun
woh,woh
istiyor,istiyor
monstrous,monstrous
sounds,sounds
cheers,cheers
worries,worries
sink,sink
feed,feed
pobla,pobla
vücudunda,vücudunda
önemli,önemli
daydream,daydream
kız,kız
sarmış,sarmış
sen,sen
olsaydım,olsaydım
bileklerimi,bileklerimi
vücudunu,vücudunu
takılmak,takılmak
chain,chain
keserdim,keserdim
tüm,tüm
spillin,spillin
homemade,homemade
drinks,drinks
alchemy,alchemy
divide,divide
warten,warten
almasına,almasına
izin,izin
kızı,kızı
salmalısın,salmalısın
özgür,özgür
detail,detail
percent,percent
ging,ging
nefes,nefes
tiptoe,tiptoe
zamansızız,zamansızız
wer,wer
hätte,hätte
uncle,uncle
damnit,damnit
blueberries,blueberries
sets,sets
ben,ben
zamansızım,zamansızım
oldu,oldu
nosotros,nosotros
çocukluğumdan,çocukluğumdan
eğer,eğer
togеther,togеther
butterflies,butterflies
spoon,spoon
pu,pu
remix,remix
charli,charli
clouds,clouds
aside,aside
tend,tend
interested,interested
scott,scott
fade,fade
reached,reached
backshots,backshots
vela,vela
shootin,shootin
pasa,pasa
spots,spots
espero,espero
extra,extra
fed,fed
трахать,трахать
gеt,gеt
anyonе,anyonе
borin,borin
sweater,sweater
hoped,hoped
фурах,фурах
новые,новые
купюры,купюры
killed,killed
ratted,ratted
наркоту,наркоту
olayın,olayın
ignored,ignored
ik,ik
treasurin,treasurin
corner,corner
своей,своей
island,island
layover,layover
female,female
titan,titan
womp,womp
olduğunu,olduğunu
acec,acec
nyc,nyc
handed,handed
steady,steady
litty,litty
nere,nere
jacket,jacket
hil,hil
destinations,destinations
hoein,hoein
leavе,leavе
wеll,wеll
local,local
wig,wig
hoеs,hoеs
thеy,thеy
superwoman,superwoman
simp,simp
dotted,dotted
skips,skips
желтый,желтый
канареечно,канареечно
сложились,сложились
effie,effie
noticed,noticed
besties,besties
discount,discount
etsy,etsy
шоколадка,шоколадка
золушка,золушка
перевозим,перевозим
пачку,пачку
горячий,горячий
жёлтый,жёлтый
горячая,горячая
wreck,wreck
trick,trick
insurance,insurance
бриллианты,бриллианты
fashion,fashion
condoms,condoms
огромные,огромные
chair,chair
отныне,отныне
hanging,hanging
dna,dna
east,east
hall,hall
idiot,idiot
dope,dope
хватает,хватает
суп,суп
яйца,яйца
tha,tha
carter,carter
wearing,wearing
climbs,climbs
bunları,bunları
canlı,canlı
yayında,yayında
izletiyordum,izletiyordum
masum,masum
falan,falan
geekin,geekin
ısırıyor,ısırıyor
kafayı,kafayı
sıyırıp,sıyırıp
patlattık,patlattık
yüz,yüz
tane,tane
yanlış,yanlış
hareket,hareket
ettin,ettin
sürtüklerime,sürtüklerime
elmaslar,elmaslar
kızım,kızım
diplerde,diplerde
seviye,seviye
şey,şey
kaşara,kaşara
olmuştum,olmuştum
wakes,wakes
çalışıyor,çalışıyor
yol,yol
davranmaya,davranmaya
sürtükleri,sürtükleri
parmak,parmak
uçlarında,uçlarında
dolaştırırım,dolaştırırım
apply,apply
jeans,jeans
alıyorum,alıyorum
sürtüklerimi,sürtüklerimi
güzel,güzel
giydiriyorum,giydiriyorum
walking,walking
etwas,etwas
course,course
bambaşka,bambaşka
pekala,pekala
keyfime,keyfime
bakmaya,bakmaya
çalışacağım,çalışacağım
crackers,crackers
schyeah,schyeah
thеn,thеn
olunca,olunca
gitgide,gitgide
canlanıyor,canlanıyor
uyku,uyku
tanrım,tanrım
nosso,nosso
knowin,knowin
career,career
anlamıyor,anlamıyor
kardeşimle,kardeşimle
anda,anda
sana,sana
private,private
sixth,sixth
patek,patek
seni,seni
tanıtan,tanıtan
aman,aman
pembe,pembe
geleceğe,geleceğe
odaklıydım,odaklıydım
var,var
scars,scars
carajo,carajo
çalıştı,çalıştı
kombucha,kombucha
çtiğim,çtiğim
şeyden,şeyden
sürtükse,sürtükse
became,became
işten,işten
anladığımızı,anladığımızı
tanıyormuş,tanıyormuş
günlerce,günlerce
opium,opium
ortamımıza,ortamımıza
takılmaya,takılmaya
wrap,wrap
zaman,zaman
benden,benden
kapandık,kapandık
çünkü,çünkü
flowum,flowum
davranıyorlar,davranıyorlar
cactus,cactus
şeyler,şeyler
stüdyoya,stüdyoya
göstermeye,göstermeye
yetecek,yetecek
paycheck,paycheck
biliyorsun,biliyorsun
bizim,bizim
kadar,kadar
benle,benle
altında,altında
evrakları,evrakları
almak,almak
şehirden,şehirden
ayrılıyorum,ayrılıyorum
sanki,sanki
rings,rings
istiyorlarmış,istiyorlarmış
hep,hep
geçer,geçer
biraz,biraz
şimdiye,şimdiye
boş,boş
vеr,vеr
tehlike,tehlike
cheeks,cheeks
kahverengi,kahverengi
şu,şu
köşede,köşede
güneş,güneş
selam,selam
kafam,kafam
endişeleniyorsun,endişeleniyorsun
seçimini,seçimini
yaptı,yaptı
deliler,deliler
takılıyoruz,takılıyoruz
silahlar,silahlar
mutfakta,mutfakta
konumumu,konumumu
atamam,atamam
hala,hala
kariyerin,kariyerin
zirvedеyken,zirvedеyken
bi,bi
daha,daha
parça,parça
bile,bile
seeds,seeds
legs,legs
kitchen,kitchen
neden,neden
doğana,doğana
cresci,cresci
homixide,homixide
işi,işi
iyice,iyice
büyüttük,büyüttük
load,load
grab,grab
readin,readin
atılıyor,atılıyor
millionaire,millionaire
measure,measure
bizi,bizi
ran,ran
actin,actin
buradan,buradan
luego,luego
orospumu,orospumu
değiştirdim,değiştirdim
yüzüm,yüzüm
imza,imza
yerine,yerine
thee,thee
stallion,stallion
dışarı,dışarı
çık,çık
acele,acele
etme,etme
dolla,dolla
ign,ign
taylor,taylor
swift,swift
ışığını,ışığını
megan,megan
negro,negro
ikili,ikili
oynuyorum,oynuyorum
arkadaşını,arkadaşını
biz,biz
lastiklerini,lastiklerini
hallway,hallway
kurşun,kurşun
öfkeli,öfkeli
kaltaklarla,kaltaklarla
throttle,throttle
sikiyorum,sikiyorum
delirdiğim,delirdiğim
racks,racks
collab,collab
perfume,perfume
wrecked,wrecked
likes,likes
nem,nem
thirteen,thirteen
immune,immune
holt,holt
bitte,bitte
warst,warst
doo,doo
looka,looka
yeezy,yeezy
chip,chip
mani,mani
pedi,pedi
cease,cease
desist,desist
hace,hace
вы,вы
moose,moose
knuckle,knuckle
twitter,twitter
typin,typin
dreads,dreads
crop,crop
numb,numb
crew,crew
bankroll,bankroll
bikers,bikers
backwood,backwood
pressed,pressed
chinny,chinny
outsidе,outsidе
вами,вами
traces,traces
hen,hen
pipin,pipin
duck,duck
tornado,tornado
clothes,clothes
curse,curse
besito,besito
thuggin,thuggin
provolone,provolone
surreal,surreal
hеart,hеart
mismo,mismo
sell,sell
monеy,monеy
dum,dum
billion,billion
wie,wie
der,der
richtige,richtige
capture,capture
foda,foda
pridе,pridе
fix,fix
hund,hund
kümmern,kümmern
homes,homes
mobile,mobile
aber,aber
fourteen,fourteen
eatin,eatin
dine,dine
ballin,ballin
court,court
holmes,holmes
lakers,lakers
acres,acres
function,function
sittin,sittin
sinner,sinner
fuera,fuera
liebe,liebe
sacrifice,sacrifice
flags,flags
bury,bury
tief,tief
fahrt,fahrt
games,games
porta,porta
malas,malas
wherе,wherе
playing,playing
shivers,shivers
mindframe,mindframe
upped,upped
frente,frente
mon,mon
hellcat,hellcat
leap,leap
ahí,ahí
volar,volar
gentle,gentle
circus,circus
whine,whine
cum,cum
hardest,hardest
วร,วร
าย,าย
noite,noite
bread,bread
única,única
mend,mend
него,него
genug,genug
sein,sein
könnte,könnte
coche,coche
fúnebre,fúnebre
cheatin,cheatin
ese,ese
market,market
17,17
meinem,meinem
gefühl,gefühl
mache,mache
gibt,gibt
nichts,nichts
brooklyn,brooklyn
totin,totin
gladly,gladly
olvidaron,olvidaron
веду,веду
heads,heads
savage,savage
givе,givе
той,той
smallest,smallest
bebé,bebé
onda,onda
rifle,rifle
lived,lived
dylan,dylan
thomas,thomas
patti,patti
smith,smith
ними,ними
llévame,llévame
utilizarte,utilizarte
chelsea,chelsea
shiny,shiny
needs,needs
person,person
unsee,unsee
saco,saco
neta,neta
shе,shе
slammed,slammed
pie,pie
daddies,daddies
mamas,mamas
judy,judy
judgin,judgin
vending,vending
dying,dying
glow,glow
introduce,introduce
rolling,rolling
thunder,thunder
survived,survived
jefes,jefes
although,although
lugar,lugar
refieres,refieres
convertido,convertido
rose,rose
heroes,heroes
uzi,uzi
major,major
quedó,quedó
ecstasy,ecstasy
mask,mask
caroline,caroline
él,él
mirar,mirar
belt,belt
clueless,clueless
enter,enter
recipe,recipe
essa,essa
merda,merda
happiness,happiness
нее,нее
os,os
meus,meus
above,above
bitty,bitty
esos,esos
learn,learn
group,group
yah,yah
spring,spring
program,program
vuelta,vuelta
2k,2k
thang,thang
hoot,hoot
cops,cops
liеs,liеs
bourbon,bourbon
soundin,soundin
ye,ye
er,er
glistening,glistening
random,random
snowballs,snowballs
fairy,fairy
tale,tale
card,card
teardrop,teardrop
troubadour,troubadour
sharin,sharin
danger,danger
sucker,sucker
reply,reply
камеру,камеру
paranoid,paranoid
drip,drip
seduce,seduce
avenuе,avenuе
plain,plain
tint,tint
bestie,bestie
shoppin,shoppin
choosy,choosy
blessed,blessed
dude,dude
estive,estive
stack,stack
hе,hе
snows,snows
cypher,cypher
oficial,oficial
brave,brave
заднем,заднем
сиденье,сиденье
eighteen,eighteen
собираюсь,собираюсь
below,below
killing,killing
condo,condo
apagamos,apagamos
candlelight,candlelight
звучит,звучит
evening,evening
scat,scat
fat,fat
movimiento,movimiento
milagroso,milagroso
mañanas,mañanas
lunes,lunes
decir,decir
silenciosa,silenciosa
allowed,allowed
solargenic,solargenic
photogenic,photogenic
juntos,juntos
nueva,nueva
estética,estética
vienes,vienes
tiras,tiras
suéter,suéter
stork,stork
brung,brung
horns,horns
jerk,jerk
thumb,thumb
forehead,forehead
upstairs,upstairs
forked,forked
mcglinchеy,mcglinchеy
aspirin,aspirin
feve,feve
feat,feat
chrysler,chrysler
lyrical,lyrical
technician,technician
electrician,electrician
stickin,stickin
vic,vic
percs,percs
coping,coping
froze,froze
emoji,emoji
codeine,codeine
opiates,opiates
smiley,smiley
bureau,bureau
subs,subs
presents,presents
skied,skied
participation,participation
trophy,trophy
chalkin,chalkin
noggin,noggin
appropri,appropri
paul,paul
lovely,lovely
film,film
chrome,chrome
skyrocketed,skyrocketed
pocketed,pocketed
hearted,hearted
scouts,scouts
censorship,censorship
targeted,targeted
doubts,doubts
debate,debate
ops,ops
bees,bees
leaning,leaning
prick,prick
joggin,joggin
bogglin,bogglin
cacti,cacti
mr,mr
morale,morale
хуже,хуже
attacked,attacked
siamese,siamese
identifies,identifies
acts,acts
chinese,chinese
mic,mic
cock,cock
gay,gay
bringin,bringin
seventeen,seventeen
sting,sting
pee,pee
drought,drought
opposition,opposition
usually,usually
sack,sack
explain,explain
mob,mob
ties,ties
dre,dre
hacky,hacky
transgender,transgender
cat,cat
male,male
crossdresser,crossdresser
balls,balls
parental,parental
advisory,advisory
harry,harry
vanish,vanish
snake,snake
kangaroo,kangaroo
raidin,raidin
kidnappin,kidnappin
papini,papini
clutching,clutching
canine,canine
mini,mini
skirt,skirt
brats,brats
carolers,carolers
jimmy,jimmy
slayed,slayed
pen,pen
share,share
sherri,sherri
rupaul,rupaul
thin,thin
brigitte,brigitte
bardot,bardot
playboy,playboy
keer,keer
gram,gram
sipping,sipping
tipping,tipping
elke,elke
erop,erop
rijd,rijd
dome,dome
queda,queda
roommates,roommates
wand,wand
kinky,kinky
shiftin,shiftin
cloud,cloud
huarache,huarache
fiftieth,fiftieth
blake,blake
griffin,griffin
squeaky,squeaky
missing,missing
dunkin,dunkin
flag,flag
till,till
скажи,скажи
hibachi,hibachi
valet,valet
designer,designer
district,district
borrow,borrow
gallery,gallery
august,august
злостью,злостью
sorrow,sorrow
lands,lands
proved,proved
fish,fish
rеturned,rеturned
gonе,gonе
whoever,whoever
contemplatin,contemplatin
фальшем,фальшем
する挨拶,する挨拶
ありがたいな,ありがたいな
カメラたち追いかけてる俺たちを,カメラたち追いかけてる俺たちを
大好きピカピカのダイヤ,大好きピカピカのダイヤ
暗いとこ輝いてる毎晩,暗いとこ輝いてる毎晩
nicе,nicе
夜な夜な酒たくさん並ぶアジト,夜な夜な酒たくさん並ぶアジト
さっきまで六本木で収録ラジオ,さっきまで六本木で収録ラジオ
そっからテレビ撮影するはしご,そっからテレビ撮影するはしご
tip,tip
pardon,pardon
recognizes,recognizes
design,design
legacy,legacy
undebated,undebated
sewer,sewer
slut,slut
hail,hail
marys,marys
internationally,internationally
recognized,recognized
spare,spare
mary,mary
prayers,prayers
wringing,wringing
company,company
happenin,happenin
reference,reference
ela,ela
gabbriette,gabbriette
shock,shock
defibrillators,defibrillators
е,е
vadia,vadia
style,style
chappelle,chappelle
cursed,cursed
inspired,inspired
tectonic,tectonic
星たち,星たち
どこに向かう,どこに向かう
また,また
願い叶えながら暮らす,願い叶えながら暮らす
ジュエリー身につけたまま歌う,ジュエリー身につけたまま歌う
スター達が集まったスタジオ,スター達が集まったスタジオ
dave,dave
plate,plate
chopsticks,chopsticks
流れる,流れる
madam,madam
japan,japan
прямо,прямо
пышные,пышные
формы,формы
ch,ch
yen,yen
hunnid,hunnid
insecure,insecure
плуто,плуто
augusts,augusts
шалавы,шалавы
запутываются,запутываются
набиты,набиты
богатых,богатых
ниггеров,ниггеров
потратился,потратился
обычно,обычно
такую,такую
хрень,хрень
карманы,карманы
уломал,уломал
думал,думал
знал,знал
hung,hung
ниггер,ниггер
атланты,атланты
живу,живу
убрал,убрал
тед,тед
тёрнер,тёрнер
синих,синих
куча,куча
claire,claire
cropped,cropped
carats,carats
croc,croc
expensive,expensive
clocked,clocked
thankful,thankful
allowеd,allowеd
volunteer,volunteer
smilin,smilin
hermès,hermès
emilio,emilio
pucci,pucci
可愛い,可愛い
いい体,いい体
exotic,exotic
haitian,haitian
zoe,zoe
groupie,groupie
asia,asia
feedin,feedin
sushi,sushi
raw,raw
тихий,тихий
убийца,убийца
overeat,overeat
clothеs,clothеs
вышибаю,вышибаю
челюсти,челюсти
thief,thief
городу,городу
подружкой,подружкой
готова,готова
проглотить,проглотить
мразями,мразями
надёжный,надёжный
считает,считает
катаюсь,катаюсь
по,по
остаюсь,остаюсь
твоей,твоей
спокойным,спокойным
появляюсь,появляюсь
ниоткуда,ниоткуда
ввёл,ввёл
свою,свою
молись,молись
богу,богу
вырубили,вырубили
оксиконтин,оксиконтин
смешаю,смешаю
который,который
выгнал,выгнал
студии,студии
superstar,superstar
wistfully,wistfully
maruchan,maruchan
deer,deer
私,私
крутой,крутой
тип,тип
микса,микса
пацанов,пацанов
dallas,dallas
spirit,spirit
идёшь,идёшь
против,против
vokamba,vokamba
kamba,kamba
tetris,tetris
проиграешь,проиграешь
雄喜,雄喜
千葉,千葉
ミーガン,ミーガン
moanin,moanin
стриптиз,стриптиз
принимает,принимает
его,его
воздушными,воздушными
wan,wan
жизнь,жизнь
серотонин,серотонин
такой,такой
микс,микс
speedin,speedin
шариками,шариками
восточная,восточная
атланта,атланта
чувствуется,чувствуется
actually,actually
works,works
заливаем,заливаем
луне,луне
исполняю,исполняю
медленный,медленный
флоу,флоу
место,место
утра,утра
вчера,вчера
грибы,грибы
зоопарк,зоопарк
goner,goner
tulsa,tulsa
65,65
красная,красная
прядь,прядь
джиу,джиу
джитсу,джитсу
бассейн,бассейн
отойти,отойти
алмазы,алмазы
скрывают,скрывают
полностью,полностью
расслабоне,расслабоне
поджариваю,поджариваю
сижу,сижу
скуби,скуби
схватила,схватила
ду,ду
crack,crack
магазине,магазине
заставляют,заставляют
взорваться,взорваться
joyriding,joyriding
haunts,haunts
code,code
blessin,blessin
gassin,gassin
horn,horn
новый,новый
broski,broski
думала,думала
особенная,особенная
значимая,значимая
моя,моя
тугой,тугой
привел,привел
шалаву,шалаву
к,к
менеджерша,менеджерша
патронов,патронов
банде,банде
ядерный,ядерный
взрыв,взрыв
джинсы,джинсы
недостатки,недостатки
висят,висят
сотня,сотня
amends,amends
añejo,añejo
та,та
открытым,открытым
восемьдесят,восемьдесят
cream,cream
улыбаюсь,улыбаюсь
сказали,сказали
легко,легко
всегда,всегда
более,более
самая,самая
инстаграм,инстаграм
делает,делает
минет,минет
черт,черт
лучше,лучше
прятаться,прятаться
зубы,зубы
супергерой,супергерой
одна,одна
тысяча,тысяча
smokeshow,smokeshow
хуйни,хуйни
angry,angry
gussied,gussied
clayco,clayco
jeopardy,jeopardy
puddle,puddle
двигает,двигает
головой,головой
servin,servin
vía,vía
модель,модель
сказала,сказала
llegó,llegó
verstappen,verstappen
altar,altar
primero,primero
херня,херня
жди,жди
weak,weak
compete,compete
сиськи,сиськи
определенного,определенного
бирки,бирки
футболке,футболке
рок,рок
обсуждаете,обсуждаете
тела,тела
говорите,говорите
о,о
бреде,бреде
перчатки,перчатки
воу,воу
майкл,майкл
поместить,поместить
свои,свои
босс,босс
английски,английски
разговаривают,разговаривают
трахнула,трахнула
начала,начала
теркс,теркс
удивительная,удивительная
говорить,говорить
об,об
говорит,говорит
звезды,звезды
молли,молли
rasta,rasta
уламал,уламал
box,box
lip,lip
grace,grace
stretch,stretch
flex,flex
reflection,reflection
dressed,dressed
shoe,shoe
tán,tán
niece,niece
stress,stress
orgy,orgy
mío,mío
checo,checo
eco,eco
estamo,estamo
bruto,bruto
youngin,youngin
thousands,thousands
cup,cup
redemption,redemption
2018,2018
gеttin,gеttin
grippin,grippin
poke,poke
cost,cost
grip,grip
dirá,dirá
berraco,berraco
ustede,ustede
viera,viera
kit,kit
po,po
sino,sino
rugged,rugged
rulay,rulay
empezó,empezó
verano,verano
fuego,fuego
pablo,pablo
survivin,survivin
celosa,celosa
hermosa,hermosa
conversation,conversation
overload,overload
cosa,cosa
hago,hago
mmm,mmm
peligrosa,peligrosa
cualquier,cualquier
novia,novia
suya,suya
usted,usted
cerca,cerca
pets,pets
mansory,mansory
diss,diss
treatin,treatin
stakes,stakes
vertigo,vertigo
hundreds,hundreds
locations,locations
shrimp,shrimp
positions,positions
dubai,dubai
hoorsenbuhs,hoorsenbuhs
hb,hb
knowing,knowing
hip,hip
huff,huff
puff,puff
cocaine,cocaine
cuffing,cuffing
tirar,tirar
surprise,surprise
rappin,rappin
prices,prices
slain,slain
stepped,stepped
facts,facts
howdy,howdy
cowgirl,cowgirl
vão,vão
pointin,pointin
jam,jam
kahunas,kahunas
sharpenin,sharpenin
rim,rim
dia,dia
manual,manual
quitar,quitar
fe,fe
actuar,actuar
nailed,nailed
conquistarte,conquistarte
pasen,pasen
dinero,dinero
nuevo,nuevo
zodiaco,zodiaco
prende,prende
square,square
mónaco,mónaco
hier,hier
signo,signo
skinny,skinny
sinning,sinning
เท,เท
าใจ,าใจ
draco,draco
contact,contact
ไปได,ไปได
lockin,lockin
salt,salt
timing,timing
dramatic,dramatic
heatwave,heatwave
ojito,ojito
entendido,entendido
haha,haha
sub,sub
tweeting,tweeting
health,health
revolvers,revolvers
tied,tied
mascot,mascot
lego,lego
spinnin,spinnin
gen5,gen5
choppеr,choppеr
oj,oj
everywherе,everywherе
marathon,marathon
rented,rented
kissing,kissing
só,só
restou,restou
maskin,maskin
pelada,pelada
sway,sway
adeus,adeus
mandan,mandan
guzmánes,guzmánes
